date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:33:39	175518/-1	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2008:33:38%20GMT	https://donabeatriz.org/	C:/My%20Web%20Sites/https___donabeatriz.org_04/donabeatriz.org/index.html	(from )
09:33:43	16534/16534	---M--	200	added ('OK')	text/css	date:Wed,%2008%20Nov%202023%2013:53:36%20GMT	https://donabeatriz.org/wp-includes/blocks/navigation/style.min.css?ver=07762a7d1098a8303aa8e2e4f4da9dca	C:/My%20Web%20Sites/https___donabeatriz.org_04/donabeatriz.org/wp-includes/blocks/navigation/style.min2db0.css	(from https://donabeatriz.org/)
09:33:44	2681/-1	---M--	200	added ('OK')	application/rss+xml	etag:%22a6f2207f74fbe347bba77f3f0c2b6cda%22	https://donabeatriz.org/index.php/feed/	C:/My%20Web%20Sites/https___donabeatriz.org_04/donabeatriz.org/index.php/feed/index.html	(from https://donabeatriz.org/)
09:33:44	980/-1	---M--	200	added ('OK')	application/rss+xml	etag:%22a6f2207f74fbe347bba77f3f0c2b6cda%22	https://donabeatriz.org/index.php/comments/feed/	C:/My%20Web%20Sites/https___donabeatriz.org_04/donabeatriz.org/index.php/comments/feed/index.html	(from https://donabeatriz.org/)
09:33:47	3579/3579	---M--	200	added ('OK')	text/css	date:Sun,%2014%20Jan%202024%2008:48:35%20GMT	https://donabeatriz.org/wp-content/themes/sonoran/assets/css/patterns.css?ver=1705222115	C:/My%20Web%20Sites/https___donabeatriz.org_04/donabeatriz.org/wp-content/themes/sonoran/assets/css/patterns1471.css	(from https://donabeatriz.org/)
09:33:48	18487/18487	---M--	200	added ('OK')	text/css	date:Wed,%2031%20Jan%202024%2014:07:01%20GMT	https://donabeatriz.org/wp-includes/blocks/cover/style.min.css?ver=07762a7d1098a8303aa8e2e4f4da9dca	C:/My%20Web%20Sites/https___donabeatriz.org_04/donabeatriz.org/wp-includes/blocks/cover/style.min2db0.css	(from https://donabeatriz.org/)
09:33:48	24846/24846	---M--	200	added ('OK')	text/css	date:Sun,%2003%20Mar%202024%2018:09:50%20GMT	https://donabeatriz.org/wp-content/uploads/uag-plugin/assets/1000/uag-css-872.css?ver=1709489249	C:/My%20Web%20Sites/https___donabeatriz.org_04/donabeatriz.org/wp-content/uploads/uag-plugin/assets/1000/uag-css-8727f45.css	(from https://donabeatriz.org/)
09:33:53	32378/32378	---M--	200	added ('OK')	application/javascript	date:Wed,%2031%20Jan%202024%2014:07:02%20GMT	https://donabeatriz.org/wp-includes/js/dist/interactivity.min.js?ver=07762a7d1098a8303aa8e2e4f4da9dca	C:/My%20Web%20Sites/https___donabeatriz.org_04/donabeatriz.org/wp-includes/js/dist/interactivity.min2db0.js	(from https://donabeatriz.org/)
09:33:54	27593/-1	---M--	200	added ('OK')	text/css	etag:W/%22945af432e96851f47f2b4ad641972c00%22	https://use.fontawesome.com/releases/v6.5.1/css/v4-shims.css	C:/My%20Web%20Sites/https___donabeatriz.org_04/use.fontawesome.com/releases/v6.5.1/css/v4-shims.css	(from https://donabeatriz.org/)
09:33:54	3586/3586	---M--	200	added ('OK')	application/javascript	date:Wed,%2008%20Nov%202023%2013:53:36%20GMT	https://donabeatriz.org/wp-includes/blocks/navigation/view.min.js?ver=e3d6f3216904b5b42831	C:/My%20Web%20Sites/https___donabeatriz.org_04/donabeatriz.org/wp-includes/blocks/navigation/view.minff1e.js	(from https://donabeatriz.org/)
09:33:57	102641/-1	---M--	200	added ('OK')	text/css	etag:W/%229402848c3d4bbc710c764326f8b887c9%22	https://use.fontawesome.com/releases/v6.5.1/css/all.css	C:/My%20Web%20Sites/https___donabeatriz.org_04/use.fontawesome.com/releases/v6.5.1/css/all.css	(from https://donabeatriz.org/)
09:33:58	7529/7529	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Dec%202023%2017:14:43%20GMT	https://donabeatriz.org/wp-content/plugins/sticky-menu-or-anything-on-scroll/assets/js/jq-sticky-anything.min.js?ver=2.1.1	C:/My%20Web%20Sites/https___donabeatriz.org_04/donabeatriz.org/wp-content/plugins/sticky-menu-or-anything-on-scroll/assets/js/jq-sticky-anything.mine1fc.js	(from https://donabeatriz.org/)
09:34:01	815/-1	---M--	200	added ('OK')	text/xml	date:Mon,%2004%20Mar%202024%2008:34:01%20GMT	https://donabeatriz.org/xmlrpc.php?rsd	C:/My%20Web%20Sites/https___donabeatriz.org_04/donabeatriz.org/xmlrpc0db0.php	(from https://donabeatriz.org/)
09:34:01	2577/-1	---M--	200	added ('OK')	application/json	date:Mon,%2004%20Mar%202024%2008:34:02%20GMT	https://donabeatriz.org/index.php/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdonabeatriz.org%2F	C:/My%20Web%20Sites/https___donabeatriz.org_04/donabeatriz.org/index.php/wp-json/oembed/1.0/embed1571	(from https://donabeatriz.org/)
09:34:03	50783/-1	---M--	200	added ('OK')	application/json	date:Mon,%2004%20Mar%202024%2008:34:01%20GMT	https://donabeatriz.org/index.php/wp-json/wp/v2/pages/872	C:/My%20Web%20Sites/https___donabeatriz.org_04/donabeatriz.org/index.php/wp-json/wp/v2/pages/872	(from https://donabeatriz.org/)
09:34:04	2755/-1	---M--	200	added ('OK')	text/xml	date:Mon,%2004%20Mar%202024%2008:34:04%20GMT	https://donabeatriz.org/index.php/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdonabeatriz.org%2F&format=xml	C:/My%20Web%20Sites/https___donabeatriz.org_04/donabeatriz.org/index.php/wp-json/oembed/1.0/embede866	(from https://donabeatriz.org/)
09:34:12	315756/315756	---M--	200	added ('OK')	application/x-font-ttf	date:Sun,%2014%20Jan%202024%2008:48:35%20GMT	https://donabeatriz.org/wp-content/themes/sonoran/assets/fonts/inter/Inter-SemiBold.ttf	C:/My%20Web%20Sites/https___donabeatriz.org_04/donabeatriz.org/wp-content/themes/sonoran/assets/fonts/inter/Inter-SemiBold.ttf	(from https://donabeatriz.org/)
09:34:18	246145/-1	---M--	200	added ('OK')	application/json	date:Mon,%2004%20Mar%202024%2008:34:01%20GMT	https://donabeatriz.org/index.php/wp-json/	C:/My%20Web%20Sites/https___donabeatriz.org_04/donabeatriz.org/index.php/wp-json/index.html	(from https://donabeatriz.org/)
